app,category,rating,reviews,price,size_bytes,store
BLK - Swipe. Match. Chat.,DATING,4.1,2067,0.0,24000000,google
Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1643,0.0,31000000,google
Howlr,DATING,3.9,105,0.0,27000000,google
Stranger Chat & Date,DATING,3.6,3414,0.0,6000000,google
RandoChat - Chat roulette,DATING,3.6,11806,0.0,12000000,google
BeWild Free Dating & Chat App,DATING,3.4,1999,0.0,8000000,google
"FastMeet: Chat, Dating, Love",DATING,4.2,22544,0.0,5000000,google
"Free Dating App - YoCutie - Flirt, Chat & Meet",DATING,4.1,97684,0.0,7000000,google
OurTime Dating for Singles 50+,DATING,3.4,2519,0.0,5000000,google
FarmersOnly Dating,DATING,3.0,1146,0.0,1000000,google
Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13046,0.0,13000000,google
Sudy – Meet Elite & Rich Single,DATING,4.1,17268,0.0,40000000,google
Christian Dating For Free App,DATING,3.9,8722,0.0,13000000,google
Just She - Top Lesbian Dating,DATING,1.9,953,0.0,19000000,google
Single Parent Meet #1 Dating,DATING,3.5,2593,0.0,5000000,google
EliteSingles – Dating for Single Professionals,DATING,2.5,5377,0.0,19000000,google
Millionaire Match: Rich Singles Dating App,DATING,3.9,852,0.0,27000000,google
InterracialCupid - Interracial Dating App,DATING,3.4,212,0.0,3000000,google
Sugar Mommas Dating And Single Search,DATING,3.5,1972,0.0,13000000,google
"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,4.4,35206,0.0,7000000,google
"muzmatch: Muslim & Arab Singles, Marriage & Dating",DATING,3.8,5164,0.0,25000000,google
Sugar Daddy Dating App,DATING,2.5,277,0.0,5000000,google
Adult Dirty Emojis,DATING,2.8,80,0.0,5000000,google
"Meet4U - Chat, Love, Singles!",DATING,4.2,40035,0.0,6000000,google
SnpCupid Dating,DATING,3.5,1093,0.0,5000000,google
Adult Dating - AdultFinder,DATING,3.3,1601,0.0,3000000,google
Gay Sugar Daddy Dating & Hookup – Sudy Gay,DATING,4.1,2212,0.0,41000000,google
"Meet24 - Love, Chat, Singles",DATING,4.2,57081,0.0,7000000,google
BBWCupid - BBW Dating App,DATING,3.5,241,0.0,2000000,google
ChatVideo Meet new people,DATING,4.2,63986,0.0,20000000,google
"TryDate - Free Online Dating App, Chat Meet Adults",DATING,4.4,7888,0.0,15000000,google
Black White Interracial Dating - Interracial Match,DATING,4.1,535,0.0,28000000,google
"USA Singles Meet, Match and Date Free - Date",DATING,4.2,5084,0.0,9000000,google
FlirtChat - ♥Free Dating/Flirting App♥,DATING,4.3,2430,0.0,13000000,google
OkCupid Dating,DATING,4.1,285726,0.0,15000000,google
CMB Free Dating App,DATING,4.0,48845,0.0,40000000,google
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2556,0.0,56000000,google
Hinge: Dating & Relationships,DATING,4.2,7779,0.0,12000000,google
The League,DATING,3.0,837,0.0,9000000,google
BBW Dating & Plus Size Chat,DATING,4.4,12632,0.0,29000000,google
Casual Dating & Adult Singles - Joyride,DATING,4.5,61637,0.0,11000000,google
EliteSingles – Dating for Single Professionals,DATING,2.5,5377,0.0,19000000,google
Clover Dating App,DATING,4.1,11633,0.0,23000000,google
"Herpes Dating: 1,000K+ Singles",DATING,4.0,738,0.0,27000000,google
Just She - Top Lesbian Dating,DATING,1.9,953,0.0,19000000,google
Heart mill,DATING,3.3,4631,0.0,45000000,google
Once - Quality Matches Every day,DATING,4.4,222888,0.0,21000000,google
Sudy – Meet Elite & Rich Single,DATING,4.1,17268,0.0,40000000,google
"muzmatch: Muslim & Arab Singles, Marriage & Dating",DATING,3.8,5164,0.0,25000000,google
95Live -SG#1 Live Streaming App,DATING,4.1,4953,0.0,15000000,google
"Chispa, the Dating App for Latino, Latina Singles",DATING,4.2,4195,0.0,24000000,google
Find Real Love — YouLove Premium Dating,DATING,4.5,212626,0.0,11000000,google
Mutual - LDS Dating,DATING,3.7,1439,0.0,38000000,google
Cougar Dating Life : Date Older Women Sugar Mummy,DATING,3.9,1645,0.0,31000000,google
stranger chat - anonymous chat,DATING,3.5,13204,0.0,6000000,google
Millionaire Match: Rich Singles Dating App,DATING,3.9,853,0.0,27000000,google
2RedBeans,DATING,4.0,337,0.0,32000000,google
Dating for 50 plus Mature Singles – FINALLY,DATING,4.6,13049,0.0,13000000,google
"SweetRing - Meet, Match, Date",DATING,4.0,51698,0.0,63000000,google
"BiggerCity: Chat for gay bears, chubs & chasers",DATING,4.1,923,0.0,44000000,google
SilverSingles: The 50+ Dating App,DATING,3.3,149,0.0,16000000,google
Herpes Positive Singles Dating,DATING,4.4,198,0.0,28000000,google
"FastMeet: Chat, Dating, Love",DATING,4.2,22545,0.0,5000000,google
Christian Dating For Free App,DATING,3.9,8723,0.0,13000000,google
Glam - Premium Dating App,DATING,4.3,23170,0.0,9000000,google
"iDates - Chats, Flirts, Dating, Love & Relations",DATING,3.4,13890,0.0,20000000,google
"Meet24 - Love, Chat, Singles",DATING,4.2,57083,0.0,7000000,google
Black White Interracial Dating - Interracial Match,DATING,4.1,537,0.0,28000000,google
JustDating,DATING,4.0,13440,0.0,49000000,google
Interracial Match Dating App,DATING,3.6,143,0.0,27000000,google
Russian Dating & Chat for Russian speaking RusDate,DATING,4.2,1059,0.0,18000000,google
Sky People (SPI): A secure blind date through authentication by Seoul National University,DATING,3.5,894,0.0,14000000,google
Sweet mi - unlimited hunnam hunting blind date,DATING,4.0,6191,0.0,27000000,google
Gay Sugar Daddy Dating & Hookup – Sudy Gay,DATING,4.1,2212,0.0,41000000,google
Mingle - Online Dating App to Chat & Meet People,DATING,4.1,15081,0.0,38000000,google
Adult Dirty Emojis,DATING,2.8,80,0.0,5000000,google
BBW Dating & Curvy Singles Chat- LargeFriends,DATING,4.4,218,0.0,27000000,google
"Hide App, Private Dating, Safe Chat - PrivacyHider",DATING,4.4,35205,0.0,7000000,google
Hitwe - meet people and chat,DATING,4.2,243950,0.0,21000000,google
A hundred,DATING,4.1,236,0.0,8000000,google
JustSayHi- Dating App. Chat & Meet Singles Nearby,DATING,4.2,5152,0.0,38000000,google
WannaMeet – Dating & Chat App,DATING,4.1,6701,0.0,11000000,google
"Meet4U - Chat, Love, Singles!",DATING,4.2,40039,0.0,6000000,google
Luxy Pro- Elite Dating Single,DATING,3.9,742,0.0,26000000,google
Dating Network,DATING,4.0,187,0.0,19000000,google
"Chatting - Free chat, random chat, boyfriend, girlfriend",DATING,4.2,2506,0.0,6000000,google
"iPair-Meet, Chat, Dating",DATING,4.5,182986,0.0,77000000,google
"Meet, chat & date. Free dating app - Chocolate app",DATING,3.9,8661,0.0,9000000,google
Transenger – Ts Dating and Chat for Free,DATING,3.6,8,0.0,14000000,google
O-Star,DATING,4.4,59,0.0,38000000,google
Free Cam Girls - Live Webcam,DATING,3.5,35,0.0,16000000,google
Cardi B Live Stream Video Chat - Prank,DATING,4.4,28,0.0,3000000,google
Live Girls Talk - Free Video Chat,DATING,4.8,125,0.0,4000000,google
Live Talk - Free Text and Video Chat,DATING,4.6,185,0.0,5000000,google
Chat Kids - Chat Room For Kids,DATING,4.7,6,0.0,4000000,google
Girls Live Chat - Free Text & Video Chat,DATING,4.8,110,0.0,4000000,google
MouseMingle,DATING,2.7,3,0.0,3000000,google
American Girls Mobile Numbers,DATING,5.0,5,0.0,4000000,google
FREE VIDEO CHAT - LIVE VIDEO AND TEXT CHAT,DATING,4.8,84,0.0,4000000,google
Awake Dating,DATING,5.0,2,0.0,70000000,google
Live Chat - Free Video Chat Rooms,DATING,4.8,20,0.0,4000000,google
FREE LIVE TALK,DATING,4.9,776,0.0,4000000,google
Random Chat App with Strangers,DATING,3.0,2,0.0,16000000,google
Live Chat - Free Video Talk,DATING,4.7,14,0.0,21000000,google
House party - live chat,DATING,1.0,1,0.0,9000000,google
Spine- The dating app,DATING,5.0,5,0.0,9000000,google
Online Chat Girls Meet,DATING,4.7,18,0.0,5000000,google
Girls Live Talk - Free Text and Video Chat,DATING,5.0,6,0.0,5000000,google
Online Girls Chat Group,DATING,5.0,5,0.0,5000000,google
UK Girls Mobile Numbers,DATING,3.0,1,0.0,5000000,google
chat saudi arabia,DATING,4.1,11,0.0,11000000,google
Speeding Joyride & Car Meet App,DATING,5.0,3,0.0,25000000,google
LOBSTR - go on a lunch date,DATING,3.7,101,0.0,15000000,google
Titanic App - Feminist Dating Application,DATING,4.5,120,0.0,10000000,google
French Chat Room,DATING,4.2,24,0.0,4000000,google
Halalguur,DATING,4.3,6,0.0,9000000,google
95Live -SG#1 Live Streaming App,DATING,4.1,4954,0.0,15000000,google
Just She - Top Lesbian Dating,DATING,1.9,954,0.0,19000000,google
"Hily: Dating, Chat, Match, Meet & Hook up",DATING,4.1,2560,0.0,56000000,google
O-Star,DATING,4.4,59,0.0,38000000,google
Black People Meet Singles Date,DATING,3.9,10212,0.0,5000000,google
Howlr,DATING,3.9,105,0.0,27000000,google
Cardi B Live Stream Video Chat - Prank,DATING,4.4,28,0.0,3000000,google
Chat Kids - Chat Room For Kids,DATING,4.7,6,0.0,4000000,google
"muzmatch: Muslim & Arab Singles, Marriage & Dating",DATING,3.8,5168,0.0,25000000,google
BBW Dating & Plus Size Chat,DATING,4.4,12633,0.0,29000000,google
"2Date Dating App, Love and matching",DATING,4.4,41605,0.0,8000000,google
Transenger – Ts Dating and Chat for Free,DATING,3.6,8,0.0,14000000,google
BBW Dating & Curvy Singles Chat- LargeFriends,DATING,4.4,218,0.0,27000000,google
MouseMingle,DATING,2.7,3,0.0,3000000,google
FlirtChat - ♥Free Dating/Flirting App♥,DATING,4.3,2433,0.0,13000000,google
Live Talk - Free Text and Video Chat,DATING,4.6,185,0.0,5000000,google
Adult Dirty Emojis,DATING,2.8,80,0.0,5000000,google
Free Cam Girls - Live Webcam,DATING,3.5,35,0.0,16000000,google
Teenage Chat & Dating,DATING,3.4,5,0.0,14000000,google
Live Girls Talk - Free Video Chat,DATING,4.8,125,0.0,4000000,google
Girls Online Talk - Free Text and Video Chat,DATING,4.7,791,0.0,3000000,google
Girls Live Chat - Free Text & Video Chat,DATING,4.8,110,0.0,4000000,google
Online Girls Chat,DATING,4.8,5323,0.0,3000000,google
LIVE VIDEO TALK,DATING,4.7,478,0.0,4000000,google
SkyLove – Dating and chat,DATING,3.5,69,0.0,36000000,google
Free Live Talk-Video Call,DATING,4.7,158,0.0,4000000,google
FindLoving,DATING,3.8,24,0.0,19000000,google
Sugar Daddies Dating App,DATING,2.9,53,0.0,14000000,google
"iPair-Meet, Chat, Dating",DATING,4.5,182986,0.0,77000000,google
Free Dating Hook Up Messenger,DATING,3.3,1157,0.0,21000000,google
"Free Dating App - YoCutie - Flirt, Chat & Meet",DATING,4.1,97699,0.0,7000000,google
TED,EDUCATION,4.6,181893,0.0,18000000,google
English Communication - Learn English for Chinese (Learn English for Chinese),EDUCATION,4.7,2544,0.0,18000000,google
Khan Academy,EDUCATION,4.6,85375,0.0,21000000,google
Learn English with Wlingua,EDUCATION,4.7,314299,0.0,3000000,google
Princess Coloring Book,EDUCATION,4.5,9770,0.0,39000000,google
Learn Spanish - Español,EDUCATION,4.7,32346,0.0,3000000,google
English Grammar Test,EDUCATION,4.8,4075,0.0,5000000,google
Speed Reading,EDUCATION,4.6,10611,0.0,11000000,google
English for beginners,EDUCATION,4.6,9321,0.0,27000000,google
Flame - درب عقلك يوميا,EDUCATION,4.6,56065,0.0,37000000,google
"Learn Japanese, Korean, Chinese Offline & Free",EDUCATION,4.9,133136,0.0,26000000,google
Kids Mode,EDUCATION,3.8,2469,0.0,11000000,google
Dinosaurs Coloring Pages,EDUCATION,4.4,390,0.0,41000000,google
Cars Coloring Pages,EDUCATION,4.4,1090,0.0,49000000,google
Babbel – Learn Languages,EDUCATION,4.3,266948,0.0,21000000,google
Math Tricks,EDUCATION,4.5,342918,0.0,8000000,google
Monster Truck Driver & Racing,EDUCATION,4.4,748,0.0,51000000,google
Learn English Words Free,EDUCATION,4.6,172640,0.0,14000000,google
Japanese / English one-shop search dictionary - Free Japanese - English - Japanese dictionary application,EDUCATION,3.9,61,0.0,18000000,google
English speaking texts,EDUCATION,4.4,1619,0.0,3000000,google
Thai Handwriting,EDUCATION,4.3,3168,0.0,19000000,google
Kanji test · Han search Kanji training (free version),EDUCATION,4.2,6736,0.0,22000000,google
Game for KIDS: KIDS match'em,EDUCATION,4.4,7005,0.0,6000000,google
Flippy Campus - Buy & sell on campus at a discount,EDUCATION,4.0,889,0.0,7000000,google
Free intellectual training game application |,EDUCATION,4.2,5741,0.0,84000000,google
ABC Preschool Free,EDUCATION,3.8,27572,0.0,25000000,google
PINKFONG Baby Shark,EDUCATION,4.5,10852,0.0,18000000,google
Learn English for beginners,EDUCATION,4.5,1929,0.0,2000000,google
Listen and learn English in seven days,EDUCATION,4.3,1516,0.0,3000000,google
Learn English from Persian: Persian to English,EDUCATION,4.3,423,0.0,21000000,google
English with Lingualeo,EDUCATION,4.7,254519,0.0,27000000,google
Khan Academy,EDUCATION,4.6,85375,0.0,21000000,google
TED,EDUCATION,4.6,181893,0.0,18000000,google
Udemy - Online Courses,EDUCATION,4.5,99020,0.0,18000000,google
"edX - Online Courses by Harvard, MIT & more",EDUCATION,4.6,32381,0.0,10000000,google
Memorado - Brain Games,EDUCATION,4.4,56897,0.0,97000000,google
Lynda - Online Training Videos,EDUCATION,4.2,8599,0.0,17000000,google
Quiz&Learn Python,EDUCATION,4.0,304,0.0,2000000,google
C++ Tutorials,EDUCATION,4.1,358,0.0,1000000,google
C++ Programming,EDUCATION,4.3,11904,0.0,1000000,google
C Programming,EDUCATION,4.3,22251,0.0,1000000,google
Udacity - Lifelong Learning,EDUCATION,4.3,22384,0.0,17000000,google
Udemy - Online Courses,EDUCATION,4.5,99020,0.0,18000000,google
Learn C++,EDUCATION,4.6,73404,0.0,5000000,google
Learn JavaScript,EDUCATION,4.6,25183,0.0,5000000,google
Learn Java,EDUCATION,4.7,52743,0.0,5000000,google
Learn HTML,EDUCATION,4.7,61749,0.0,5000000,google
"Programming Hub, Learn to code",EDUCATION,4.3,55704,0.0,15000000,google
Learn SQL,EDUCATION,4.7,19277,0.0,5000000,google
Ready4 SAT (Prep4 SAT),EDUCATION,4.6,13612,0.0,48000000,google
Socratic - Math Answers & Homework Help,EDUCATION,4.6,37862,0.0,5000000,google
Ready4 GMAT (Prep4 GMAT),EDUCATION,4.6,18372,0.0,47000000,google
Pocket GMAT Math,EDUCATION,4.3,656,0.0,556000,google
GMAT Question Bank,EDUCATION,4.2,240,0.0,29000000,google
GRE Tutor,EDUCATION,4.0,275,0.0,2000000,google
"play2prep: ACT, SAT prep",EDUCATION,4.2,3692,0.0,4000000,google
SAT Test,EDUCATION,4.1,2363,0.0,6000000,google
Pocket SAT Math,EDUCATION,4.0,430,0.0,526000,google
TOEFL Prep & Practice from Magoosh,EDUCATION,4.5,756,0.0,12000000,google
GRE® Flashcards by Kaplan,EDUCATION,4.0,316,0.0,29000000,google
Khan Academy,EDUCATION,4.6,85375,0.0,21000000,google
TED,EDUCATION,4.6,181893,0.0,18000000,google
Udemy - Online Courses,EDUCATION,4.5,99020,0.0,18000000,google
Udacity - Lifelong Learning,EDUCATION,4.3,22384,0.0,17000000,google
"edX - Online Courses by Harvard, MIT & more",EDUCATION,4.6,32380,0.0,10000000,google
Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,4.5,172505,0.0,76000000,google
Lynda - Online Training Videos,EDUCATION,4.2,8599,0.0,17000000,google
LinkedIn Learning: Online Courses to Learn Skills,EDUCATION,4.6,7973,0.0,18000000,google
Babbel – Learn Languages,EDUCATION,4.3,266935,0.0,21000000,google
Free english course,EDUCATION,4.7,142632,0.0,6000000,google
Learn 50 languages,EDUCATION,4.4,55256,0.0,14000000,google
Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,4.5,172508,0.0,76000000,google
Babbel – Learn Spanish,EDUCATION,4.4,54798,0.0,11000000,google
Mango Languages: Lovable Language Courses,EDUCATION,4.0,4815,0.0,19000000,google
Learn English with Aco,EDUCATION,4.6,75112,0.0,6000000,google
Learn to Speak English,EDUCATION,4.4,33646,0.0,7000000,google
Learn English with Wlingua,EDUCATION,4.7,314300,0.0,3000000,google
"busuu: Learn Languages - Spanish, English & More",EDUCATION,4.3,206527,0.0,21000000,google
Study Checker,EDUCATION,4.2,3816,0.0,2000000,google
My Study Life - School Planner,EDUCATION,4.3,47847,0.0,21000000,google
HomeWork,EDUCATION,4.3,16195,0.0,5000000,google
Next Gen Science Standards,EDUCATION,4.3,206,0.0,18000000,google
Teacher's Gradebook - Additio,EDUCATION,4.2,3241,0.0,16000000,google
Common Core,EDUCATION,4.0,835,0.0,15000000,google
Homework Planner,EDUCATION,4.0,2525,0.0,1000000,google
Edmodo,EDUCATION,4.1,200058,0.0,18000000,google
Socrative Teacher,EDUCATION,3.9,1239,0.0,1000000,google
Training schedule - AllUniver,EDUCATION,4.1,702,0.0,7000000,google
ClassDojo,EDUCATION,4.4,148550,0.0,59000000,google
Lerni. Learn languages.,EDUCATION,4.0,3847,0.0,6000000,google
Learn 50 languages,EDUCATION,4.4,55256,0.0,14000000,google
"HelloTalk — Chat, Speak & Learn Foreign Languages",EDUCATION,4.4,84309,0.0,41000000,google
Mango Languages: Lovable Language Courses,EDUCATION,4.0,4815,0.0,19000000,google
Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,4.5,172508,0.0,76000000,google
Babbel – Learn Languages,EDUCATION,4.3,266948,0.0,21000000,google
Innovative: Learn 34 Languages,EDUCATION,4.5,14206,0.0,21000000,google
"busuu: Learn Languages - Spanish, English & More",EDUCATION,4.3,206532,0.0,21000000,google
Chegg Study - Homework Help,EDUCATION,4.3,14700,0.0,21000000,google
Socratic - Math Answers & Homework Help,EDUCATION,4.6,37862,0.0,5000000,google
EasyBib: Citation Generator,EDUCATION,3.5,1405,0.0,7000000,google
ClassDojo,EDUCATION,4.4,148549,0.0,59000000,google
"HelloTalk — Chat, Speak & Learn Foreign Languages",EDUCATION,4.4,84311,0.0,41000000,google
"busuu: Learn Languages - Spanish, English & More",EDUCATION,4.3,206532,0.0,21000000,google
Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,4.5,172508,0.0,76000000,google
SoloLearn: Learn to Code for Free,EDUCATION,4.8,256079,0.0,7000000,google
Blinkist - Nonfiction Books,EDUCATION,4.1,16103,0.0,13000000,google
Sago Mini Hat Maker,EDUCATION,4.9,11,3.99,63000000,google
Fuzzy Numbers: Pre-K Number Foundation,EDUCATION,4.7,21,5.99,44000000,google
Toca Life: City,EDUCATION,4.7,31085,3.99,24000000,google
Toca Life: Hospital,EDUCATION,4.7,3528,3.99,24000000,google
Complete Spanish Movies,ENTERTAINMENT,4.0,11656,0.0,4000000,google
Tubi TV - Free Movies & TV,ENTERTAINMENT,4.3,296771,0.0,11000000,google
Mobile TV,ENTERTAINMENT,3.5,10939,0.0,4000000,google
Motorola Spotlight Player™,ENTERTAINMENT,4.6,22508,0.0,3000000,google
Vigo Lite,ENTERTAINMENT,4.2,10291,0.0,6000000,google
The green alien dance,ENTERTAINMENT,3.8,6979,0.0,12000000,google
H TV,ENTERTAINMENT,4.3,103078,0.0,5000000,google
StarTimes - Live International Champions Cup,ENTERTAINMENT,4.4,17682,0.0,9000000,google
Cinematic Cinematic,ENTERTAINMENT,4.4,37000,0.0,15000000,google
Talking Angela,ENTERTAINMENT,3.7,1828284,0.0,52000000,google
Radio Javan,ENTERTAINMENT,4.4,46916,0.0,4000000,google
Talking Ginger 2,ENTERTAINMENT,4.2,702975,0.0,49000000,google
Girly Lock Screen Wallpaper with Quotes,ENTERTAINMENT,4.2,32458,0.0,18000000,google
No.Draw - Colors by Number 2018,ENTERTAINMENT,4.5,235496,0.0,13000000,google
🔥 Football Wallpapers 4K | Full HD Backgrounds 😍,ENTERTAINMENT,4.7,11661,0.0,4000000,google
"Movies by Flixster, with Rotten Tomatoes",ENTERTAINMENT,4.5,653008,0.0,16000000,google
Low Poly – Puzzle art game,ENTERTAINMENT,4.5,23063,0.0,17000000,google
Amazon Prime Video,ENTERTAINMENT,4.2,411683,0.0,24000000,google
IMDb Movies & TV,ENTERTAINMENT,4.2,501498,0.0,12000000,google
Ziggo GO,ENTERTAINMENT,4.1,29690,0.0,78000000,google
PlayStation App,ENTERTAINMENT,4.2,613059,0.0,25000000,google
Talking Ben the Dog,ENTERTAINMENT,4.3,1633682,0.0,57000000,google
Trailer Addict Movie Trailers,ENTERTAINMENT,3.9,2646,0.0,9000000,google
Cinemark Theatres,ENTERTAINMENT,4.1,21867,0.0,39000000,google
"Movies by Flixster, with Rotten Tomatoes",ENTERTAINMENT,4.5,653008,0.0,16000000,google
Marcus Theatres,ENTERTAINMENT,3.6,2639,0.0,8000000,google
Harkins Theatres,ENTERTAINMENT,4.3,1511,0.0,12000000,google
AMC Theatres,ENTERTAINMENT,4.3,44550,0.0,72000000,google
IMDb Movies & TV,ENTERTAINMENT,4.2,501497,0.0,12000000,google
Cooking Channel,ENTERTAINMENT,4.1,1033,0.0,16000000,google
Animal Planet GO,ENTERTAINMENT,4.2,2442,0.0,9000000,google
DramaFever: Stream Asian Drama Shows & Movies,ENTERTAINMENT,4.2,155234,0.0,22000000,google
Investigation Discovery GO,ENTERTAINMENT,4.5,12216,0.0,13000000,google
CBS - Full Episodes & Live TV,ENTERTAINMENT,3.8,92058,0.0,12000000,google
Acorn TV: World-class TV from Britain and Beyond,ENTERTAINMENT,3.0,493,0.0,23000000,google
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387,0.0,20000000,google
Nick,ENTERTAINMENT,4.2,123279,0.0,25000000,google
VH1,ENTERTAINMENT,4.1,27424,0.0,17000000,google
A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4.0,29706,0.0,19000000,google
The CW,ENTERTAINMENT,4.4,288150,0.0,21000000,google
BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807,0.0,19000000,google
Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,4.0,35928,0.0,19000000,google
SeriesGuide – Show & Movie Manager,ENTERTAINMENT,4.3,64448,0.0,4000000,google
Comedy Central,ENTERTAINMENT,3.9,22378,0.0,19000000,google
IMDb Movies & TV,ENTERTAINMENT,4.2,501498,0.0,12000000,google
Tubi TV - Free Movies & TV,ENTERTAINMENT,4.3,296829,0.0,11000000,google
CBS - Full Episodes & Live TV,ENTERTAINMENT,3.8,92058,0.0,12000000,google
Nick,ENTERTAINMENT,4.2,123279,0.0,25000000,google
